執行日期,科目名稱,摘要,受款單位, 金額 
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新竹高級中學,"34,304,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立竹東高級中學,"26,530,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立竹北高級中學,"38,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立關西高級中學,"20,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立苗栗高級中學,"24,931,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立竹南高級中學,"25,329,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立卓蘭高級中等學校,"28,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立苑裡高級中學,"22,916,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立基隆女子高級中學,"25,860,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新竹女子高級中學,"33,623,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新竹高級工業職業學校,"35,588,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立新竹高級商業職業學校,"27,455,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立苗栗高級商業職業學校,"21,574,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立臺北科技大學附屬桃園農工高級中等學校,"53,585,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立苗栗高級農工職業學校,"40,074,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立大湖高級農工職業學校,"20,820,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立基隆高級商工職業學校,"39,904,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-112年校務基金學校經常門經費-1,國立臺灣海洋大學附屬基隆海事高級中等學校,"39,335,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新營高級中學,"28,459,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立後壁高級中學,"23,545,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新化高級中學,"22,331,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新豐高級中學,"22,978,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立北門高級中學,"18,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立善化高級中學,"18,545,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立臺南大學附屬高級中學,"31,355,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南第一高級中學,"36,630,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南第二高級中學,"31,766,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南女子高級中學,"37,902,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南家齊高級中學,"31,300,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南高級工業職業學校,"55,715,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新營高級工業職業學校,"26,410,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立新化高級工業職業學校,"27,901,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南高級商業職業學校,"38,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立曾文高級農工職業學校,"34,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立北門高級農工職業學校,"36,710,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立白河高級商工職業學校,"20,495,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立玉井高級工商職業學校,"20,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立曾文高級家事商業職業學校,"21,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台南高級海事水產職業學校,"22,666,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立南投高級中學,"28,532,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立暨南大學附屬高級中學,"22,528,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立竹山高級中學,"23,666,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立中興高級中學,"25,991,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立埔里高級工業職業學校,"28,264,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立仁愛高級農業職業學校,"14,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立南投高級商業職業學校,"26,589,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立草屯高級商工職業學校,"36,310,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立水里高級商工職業學校,"23,802,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立宜蘭高級中學,"28,617,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立羅東高級中學,"32,415,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立蘭陽女子高級中學,"23,691,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立羅東高級工業職業學校,"33,335,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立宜蘭高級商業職業學校,"33,016,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立羅東高級商業職業學校,"28,200,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立頭城高級家事商業職業學校,"27,344,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立蘇澳高級海事水產職業學校,"29,086,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮高級中學,"24,128,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立玉里高級中學,"20,550,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮女子高級中學,"21,998,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮高級工業職業學校,"34,338,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮高級農業職業學校,"29,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立花蓮高級商業職業學校,"23,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立光復高級商工職業學校,"13,500,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台東高級中學,"23,175,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立臺東大學附屬體育高級中學,"16,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台東女子高級中學,"17,175,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立台東高級商業職業學校,"25,000,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立關山高級工商職業學校,"18,278,000"
112/01/03,國立高級中等學校教學與訓輔輔助,大額通報教補1月5日-111年校務基金學校經常門經費-1,國立成功商業水產職業學校,"12,000,000"
